user_id,timestamp,login_hour,session_duration_min,files_accessed,bytes_downloaded,email_count,suspicious_email_score,failed_logins,device_change,remote_access,location_change,keystroke_latency_mean_ms,mouse_entropy,label_anomaly,threat_level
user_0000,2024-10-18T00:00:00,0,20,0,12660933,1,0.0382,0,0,0,0,110.16,0.7368,0,0
user_0000,2024-10-07T05:00:00,5,66,4,62959206,1,0.0551,0,0,0,0,112.22,0.7322,0,0
user_0000,2024-12-16T13:00:00,13,67,3,5348412,0,0.1086,0,0,0,0,189.96,0.7488,0,0
user_0000,2024-07-15T21:00:00,21,126,8,28321083,0,0.0515,0,0,0,0,123.41,0.589,0,0
user_0000,2024-11-25T16:00:00,16,27,7,6635139,2,0.0163,0,0,1,0,209.55,0.6486,0,0
user_0000,2024-08-11T16:00:00,16,36,4,10428767,0,0.0323,0,0,0,0,140.32,0.6543,0,0
user_0000,2024-10-01T07:00:00,7,72,4,711728,1,0.0392,0,1,0,0,88.02,0.542,0,0
user_0000,2024-09-24T06:00:00,6,73,0,556292,0,0.0,0,0,0,0,133.03,0.5361,0,0
user_0000,2024-04-23T13:00:00,13,38,2,2528281,1,0.0439,0,0,0,0,120.68,0.6882,0,0
user_0000,2024-02-02T11:00:00,11,79,0,44410789,1,0.1522,0,0,0,0,107.49,0.7677,0,0
user_0000,2024-08-08T02:00:00,2,21,7,5692591,1,0.0555,0,0,0,0,293.34,0.1834,0,0
user_0000,2024-05-20T16:00:00,16,40,6,39453882,3,0.0223,0,0,0,0,123.26,0.8334,0,0
user_0000,2024-05-16T04:00:00,4,49,4,48545462,3,0.0,0,0,0,0,196.2,0.7678,0,0
user_0000,2024-07-22T20:00:00,20,49,10,22562498,1,0.0,0,0,0,0,173.99,0.93,0,0
user_0000,2024-08-17T04:00:00,4,38,3,23613488,1,0.0,0,0,0,0,120.86,0.8242,0,0
user_0000,2024-08-16T03:00:00,3,56,7,6203586,0,0.0,0,0,0,0,136.77,0.8715,0,0
user_0000,2024-12-04T06:00:00,6,12,5,27417180,1,0.0,0,0,0,0,213.13,0.6567,0,0
user_0000,2024-08-20T20:00:00,20,58,6,37947586,1,0.1686,0,0,0,0,240.22,0.5651,0,0
user_0000,2024-02-28T13:00:00,13,4,5,23085700,1,0.0356,0,0,0,0,141.75,0.5598,0,0
user_0000,2024-12-07T03:00:00,3,12,8,3667562,1,0.0121,0,0,0,0,134.44,0.5959,0,0
user_0000,2024-10-14T03:00:00,3,12,10,17306635,4,0.0425,0,0,0,0,110.73,0.8878,0,0
user_0000,2024-10-20T12:00:00,12,33,11,14076623,3,0.0082,0,0,0,0,116.0,1.001,0,0
user_0000,2024-09-27T22:00:00,22,48,5,25281764,0,0.0,0,0,0,0,136.38,0.9013,0,0
user_0000,2024-06-07T07:00:00,7,77,0,953077,2,0.0,0,0,0,0,210.13,0.4924,0,0
user_0000,2024-02-24T12:00:00,12,51,0,12651669,2,0.1468,0,0,0,0,166.0,0.742,0,0
user_0000,2024-04-25T03:00:00,3,67,1,1723807,1,0.013,0,0,0,0,105.34,1.029,0,0
user_0000,2024-05-07T04:00:00,4,66,3,1100479,0,0.0827,0,0,0,0,142.35,0.7812,0,0
user_0000,2024-07-23T09:00:00,9,29,5,17005891,0,0.0,0,0,0,0,151.27,0.6882,0,0
user_0000,2024-05-13T01:00:00,1,18,6,46775955,2,0.0,0,0,0,0,100.72,0.5395,0,0
user_0000,2024-02-07T14:00:00,14,20,1,33426464,0,0.057,0,0,0,0,74.06,0.5762,0,0
user_0000,2024-06-01T17:00:00,17,32,5,13896842,1,0.0344,0,0,0,0,231.47,0.5878,0,0
user_0000,2024-02-29T18:00:00,18,46,2,16308768,2,0.0,0,0,0,0,202.22,0.886,0,0
user_0000,2024-06-02T10:00:00,10,45,6,7576525,0,0.147,0,0,0,0,165.77,0.5866,0,0
user_0000,2024-04-20T08:00:00,8,7,7,10334477,0,0.0,0,0,0,0,225.16,0.7003,0,0
user_0001,2024-01-06T21:00:00,21,57,10,5219934,1,0.0,0,0,0,0,186.16,0.5135,0,0
user_0001,2024-02-08T00:00:00,0,68,5,2831353,1,0.0732,0,0,0,0,102.28,0.6682,0,0
user_0001,2024-09-16T17:00:00,17,73,4,49999605,0,0.0,0,0,0,0,106.75,0.8046,0,0
user_0001,2024-12-14T10:00:00,10,45,10,21073944,0,0.1853,0,0,0,0,142.42,0.6982,0,0
user_0001,2024-05-07T03:00:00,3,4,5,17719443,1,0.1148,0,0,0,0,197.84,0.6963,0,0
user_0001,2024-11-30T05:00:00,5,67,0,10818793,1,0.1082,0,0,0,0,190.83,0.7566,0,0
user_0001,2024-10-05T00:00:00,0,135,2,63628618,1,0.0,0,0,0,0,204.0,0.5904,0,0
user_0001,2024-06-21T04:00:00,4,184,78,134263143,1,0.0,1,0,0,0,107.94,0.8308,1,0
user_0001,2024-05-11T18:00:00,18,26,5,12873788,1,0.1182,0,0,0,0,163.05,0.2786,0,0
user_0001,2024-04-19T07:00:00,7,54,3,3486383,2,0.1076,0,0,0,0,184.77,0.7136,0,0
user_0001,2024-04-14T06:00:00,6,27,5,23356514,2,0.0,0,0,0,0,149.23,0.6117,0,0
user_0001,2024-11-03T00:00:00,0,17,9,24606726,0,0.0671,0,0,0,0,135.03,1.0507,0,0
user_0001,2024-09-08T23:00:00,23,41,12,31046076,0,0.0,0,0,0,0,70.58,0.5574,0,0
user_0001,2024-09-10T22:00:00,22,99,1,28679920,2,0.1764,0,0,0,0,145.6,0.5819,0,0
user_0001,2024-03-16T20:00:00,20,49,9,20947155,2,0.0562,0,0,0,0,190.43,0.9866,0,0
user_0001,2024-12-11T13:00:00,13,65,3,18375787,0,0.0,0,0,0,0,214.79,0.7497,0,0
user_0001,2024-04-26T05:00:00,5,122,4,3149886,1,0.1638,0,0,0,0,144.51,0.4936,0,0
user_0001,2024-05-20T02:00:00,2,51,4,6454404,1,0.0889,0,0,0,0,133.74,0.54,0,0
user_0001,2024-03-20T03:00:00,3,68,4,23074631,0,0.0892,0,0,0,0,112.06,0.8433,0,0
user_0001,2024-04-09T07:00:00,7,80,4,37838247,0,0.0,1,0,0,0,78.43,0.6156,0,0
user_0001,2024-02-04T05:00:00,5,12,2,18376173,0,0.023,0,0,0,0,215.33,0.9722,0,0
user_0001,2024-12-15T21:00:00,21,24,4,20567566,0,0.0417,0,0,0,0,147.18,0.5803,0,0
user_0001,2024-12-29T06:00:00,6,87,2,12478022,1,0.1165,0,0,0,0,180.83,0.8068,0,0
user_0001,2024-12-20T18:00:00,18,143,17,23069221,1,0.0,0,0,0,0,204.5,0.4977,0,0
user_0001,2024-05-16T20:00:00,20,112,4,9260449,0,0.0,0,0,0,0,89.94,0.7546,0,0
user_0001,2024-10-04T17:00:00,17,27,9,12570407,1,0.0205,0,0,0,0,189.07,0.8648,0,0
user_0001,2024-05-03T05:00:00,5,77,2,41924393,1,0.0261,0,0,0,0,144.38,0.8193,0,0
user_0001,2024-10-04T23:00:00,23,34,3,13706282,0,0.0816,0,0,0,0,181.55,0.6015,0,0
user_0001,2024-01-27T20:00:00,20,44,6,29709734,2,0.1197,0,0,0,0,194.38,0.9476,0,0
user_0001,2024-11-01T05:00:00,5,9,3,23475125,1,0.0,0,0,0,0,180.07,0.4456,0,0
user_0001,2024-01-22T21:00:00,21,27,9,7276202,1,0.1642,0,0,0,0,217.32,0.6564,0,0
user_0001,2024-12-29T13:00:00,13,59,3,45793424,1,0.0527,0,0,0,0,182.07,1.0463,0,0
user_0001,2024-10-06T10:00:00,10,40,0,2678508,0,0.1736,0,0,0,0,180.75,0.3828,0,0
user_0001,2024-07-19T06:00:00,6,6,3,14761860,0,0.076,0,0,0,0,191.6,0.7772,0,0
user_0001,2024-07-06T14:00:00,14,70,1,17155458,3,0.0163,0,0,0,0,211.27,0.8845,0,0
user_0001,2024-01-07T20:00:00,20,57,3,21820281,0,0.0,0,0,0,0,183.67,0.6066,0,0
user_0001,2024-04-15T15:00:00,15,62,6,63698045,1,0.0,0,0,0,0,189.38,0.6191,0,0
user_0001,2024-07-23T17:00:00,17,56,5,20748897,2,0.0817,0,0,0,0,210.95,0.5041,0,0
user_0001,2024-01-08T22:00:00,22,84,2,49077735,0,0.0941,0,0,0,0,184.67,0.6427,0,0
user_0001,2024-10-06T06:00:00,6,46,4,39747302,0,0.1291,0,1,0,0,163.13,0.7819,0,0
user_0001,2024-02-15T15:00:00,15,60,3,6662634,0,0.0,0,0,0,0,209.51,0.5586,0,0
user_0001,2024-03-28T15:00:00,15,1,0,20229790,2,0.0067,0,0,0,0,165.16,0.2318,0,0
user_0001,2024-09-11T15:00:00,15,87,9,13163158,1,0.0005,0,0,0,0,88.39,0.7718,0,0
user_0001,2024-01-31T06:00:00,6,44,2,15930016,1,0.077,0,0,0,0,176.0,1.0188,0,0
user_0001,2024-11-13T01:00:00,1,169,26,253181625,2,0.0,0,0,0,0,201.27,0.8419,1,0
user_0001,2024-07-13T13:00:00,13,7,9,5886734,2,0.1733,0,0,0,0,116.45,0.2827,0,0
user_0001,2024-01-19T23:00:00,23,31,0,52730888,1,0.0,0,0,0,0,145.42,0.4809,0,0
user_0001,2024-11-27T07:00:00,7,36,2,28912837,0,0.0421,0,0,0,0,245.38,0.7902,0,0
user_0001,2024-08-01T04:00:00,4,75,6,28789012,0,0.0,0,0,0,0,187.71,0.7975,0,0
user_0001,2024-09-06T10:00:00,10,86,2,10739277,1,0.0,0,0,0,0,123.01,0.4302,0,0
user_0001,2024-04-19T20:00:00,20,80,6,47212289,0,0.1507,0,0,0,0,153.96,0.3345,0,0
user_0001,2024-01-02T22:00:00,22,93,5,14138342,3,0.0172,0,0,0,0,208.44,0.7967,0,0
user_0001,2024-11-18T12:00:00,12,53,5,21325271,1,0.0582,0,0,0,0,170.07,0.5769,0,0
user_0001,2024-03-20T15:00:00,15,114,7,52819607,0,0.0,1,0,0,0,165.49,0.6297,0,0
user_0001,2024-10-04T09:00:00,9,43,10,20151076,0,0.1038,0,0,0,0,192.54,0.6246,0,0
user_0001,2024-02-21T05:00:00,5,14,4,9306912,1,0.099,0,0,0,0,148.83,0.6472,0,0
user_0001,2024-12-06T01:00:00,1,53,12,43051140,1,0.1611,0,0,1,0,144.92,0.5312,0,0
user_0001,2024-07-19T04:00:00,4,86,4,13032738,2,0.0,0,0,0,0,178.82,0.7832,0,0
user_0001,2024-10-06T14:00:00,14,61,8,25575329,1,0.1684,0,0,0,0,188.99,0.702,0,0
user_0001,2024-12-15T16:00:00,16,68,4,18638735,0,0.0075,0,0,0,0,80.68,0.9288,0,0
user_0001,2024-01-22T22:00:00,22,65,3,6219838,1,0.0355,0,0,0,0,185.85,0.6364,0,0
user_0001,2024-11-12T02:00:00,2,100,1,2887909,2,0.0401,0,0,0,0,131.13,0.8654,0,0
user_0001,2024-04-28T02:00:00,2,83,67,182305170,1,0.0,0,0,0,0,145.32,0.5591,1,0
user_0001,2024-03-24T02:00:00,2,17,0,3067624,2,0.0075,0,0,0,0,82.88,1.073,0,0
user_0001,2024-09-26T12:00:00,12,58,8,13926794,1,0.0,0,0,0,0,83.6,0.8395,0,0
user_0001,2024-02-23T07:00:00,7,6,7,6237365,2,0.0,0,0,0,0,207.21,0.7744,0,0
user_0001,2024-01-18T03:00:00,3,47,10,2597379,1,0.0,0,0,0,0,129.19,0.6321,0,0
user_0001,2024-09-22T12:00:00,12,46,8,27420141,1,0.3351,0,0,0,0,174.73,0.6459,0,0
user_0001,2024-05-16T18:00:00,18,115,3,8258293,0,0.0815,0,0,0,0,137.79,0.4541,0,0
user_0001,2024-06-22T22:00:00,22,27,3,23014407,1,0.0963,0,0,0,0,204.76,0.8602,0,0
user_0001,2024-06-14T15:00:00,15,26,13,16799162,0,0.0,0,0,0,0,140.83,0.4745,0,0
user_0001,2024-04-28T21:00:00,21,41,7,62468850,1,0.0158,0,0,0,0,195.44,0.6648,0,0
user_0001,2024-10-04T00:00:00,0,49,8,21770983,3,0.0024,0,0,0,0,165.28,0.5561,0,0
user_0001,2024-01-29T18:00:00,18,83,0,4578966,0,0.0902,0,0,0,0,123.6,0.819,0,0
user_0001,2024-11-21T02:00:00,2,132,5,44067183,0,0.0,0,0,0,0,77.92,0.7007,0,0
user_0001,2024-06-02T19:00:00,19,27,6,60890313,1,0.0,0,1,0,0,175.84,0.8995,0,0
user_0001,2024-06-08T21:00:00,21,48,6,27063229,0,0.1166,0,0,0,0,137.58,0.7228,0,0
user_0001,2024-03-10T16:00:00,16,117,3,21912974,1,0.0,0,0,0,0,132.32,0.9196,0,0
user_0001,2024-10-14T18:00:00,18,110,6,45352652,0,0.1285,0,0,0,0,90.24,0.6409,0,0
user_0001,2024-12-08T16:00:00,16,46,5,34870615,0,0.0,1,0,0,0,150.29,0.7293,0,0
user_0001,2024-03-25T12:00:00,12,124,7,4733646,1,0.1189,0,0,0,0,148.74,0.5481,0,0
user_0001,2024-12-22T17:00:00,17,11,5,49724627,0,0.0787,0,0,0,0,165.15,0.6843,0,0
user_0001,2024-05-20T03:00:00,3,28,8,37717574,1,0.2399,0,0,0,0,193.18,0.8771,0,0
user_0001,2024-10-10T03:00:00,3,84,1,32642612,1,0.0,0,0,0,0,157.38,0.4029,0,0
user_0001,2024-11-23T09:00:00,9,15,9,252408,2,0.1162,0,0,0,0,154.64,0.5891,0,0
user_0001,2024-02-25T17:00:00,17,109,7,28570533,0,0.0581,0,0,0,0,156.95,0.9132,0,0
user_0001,2024-01-10T06:00:00,6,75,8,24977104,0,0.0407,0,0,0,0,119.24,0.4389,0,0
user_0001,2024-06-27T08:00:00,8,73,2,43249985,1,0.0627,0,0,0,0,134.22,0.7079,0,0
user_0001,2024-11-29T12:00:00,12,52,3,868,2,0.0,0,0,0,0,156.59,0.5487,0,0
user_0001,2024-03-20T17:00:00,17,106,9,43067906,2,0.0,0,0,0,0,118.18,0.5917,0,0
user_0001,2024-05-05T00:00:00,0,9,6,9066658,0,0.0,0,0,0,0,179.98,0.1879,0,0
user_0001,2024-01-30T02:00:00,2,20,1,45048370,1,0.0,0,0,0,0,197.2,0.8411,0,0
user_0001,2024-11-08T20:00:00,20,47,10,9176013,4,0.1301,0,0,0,0,142.04,0.7443,0,0
user_0001,2024-10-28T23:00:00,23,36,7,8643473,1,0.0668,0,0,0,0,226.65,0.8449,0,0
user_0001,2024-07-09T09:00:00,9,66,1,6234952,0,0.0344,0,0,0,0,190.01,0.7548,0,0
user_0001,2024-04-05T13:00:00,13,60,2,60477125,1,0.0089,0,0,0,0,182.54,1.0409,0,0
user_0001,2024-02-24T03:00:00,3,55,6,51278750,0,0.1799,0,0,0,0,215.75,0.9207,0,0
user_0001,2024-12-17T21:00:00,21,57,15,3510797,1,0.0,0,0,0,0,151.95,0.7852,0,0
user_0001,2024-11-25T01:00:00,1,63,12,30476795,1,0.0,0,0,0,0,173.95,0.7301,0,0
user_0001,2024-10-13T11:00:00,11,78,3,25410945,0,0.0868,0,0,0,0,183.9,0.6251,0,0
user_0002,2024-12-01T11:00:00,11,27,7,8151666,0,0.0455,0,0,0,0,149.24,0.8153,0,0
user_0002,2024-07-14T15:00:00,15,88,1,22298567,1,0.0,0,0,0,0,111.82,0.7451,0,0
user_0002,2024-11-29T21:00:00,21,149,11,23225342,2,0.0186,0,0,0,0,106.9,0.6701,0,0
user_0002,2024-03-23T03:00:00,3,44,16,267606497,1,0.0104,0,0,0,0,134.66,0.6006,1,0
user_0002,2024-01-03T09:00:00,9,50,6,37902429,1,0.0,0,0,0,0,195.99,0.6819,0,0
user_0002,2024-01-24T11:00:00,11,49,2,36488982,2,0.1077,0,0,0,0,180.88,0.5762,0,0
user_0002,2024-04-16T04:00:00,4,32,3,6624028,2,0.044,0,0,0,0,129.55,0.585,0,0
user_0002,2024-01-25T08:00:00,8,6,10,38193180,1,0.0,0,0,0,0,249.07,0.7636,0,0
user_0002,2024-07-22T14:00:00,14,31,5,17023888,1,0.0039,0,0,0,0,162.81,0.308,0,0
user_0002,2024-01-29T11:00:00,11,52,6,40016498,2,0.0,0,0,0,0,123.97,0.6278,0,0
user_0002,2024-11-10T04:00:00,4,19,2,21149634,0,0.1325,0,0,0,0,183.28,0.5542,0,0
user_0002,2024-02-24T05:00:00,5,68,9,57515273,2,0.0,1,0,0,0,129.4,0.6182,0,0
user_0002,2024-06-14T16:00:00,16,91,9,26143145,1,0.0,0,0,0,0,180.04,0.3098,0,0
user_0002,2024-11-07T13:00:00,13,27,5,26199071,0,0.016,0,0,0,0,174.56,0.8881,0,0
user_0002,2024-10-26T19:00:00,19,106,2,21375877,1,0.0008,0,0,0,0,73.32,0.9642,0,0
user_0002,2024-03-06T15:00:00,15,89,2,4045188,1,0.0502,0,0,0,0,119.68,0.7169,0,0
user_0002,2024-04-27T16:00:00,16,24,7,19388200,0,0.0351,0,0,0,0,215.52,0.5651,0,0
user_0002,2024-07-16T07:00:00,7,39,0,30994060,1,0.0022,0,0,0,0,136.43,0.5988,0,0
user_0002,2024-01-10T09:00:00,9,85,4,17534357,1,0.0,0,0,0,0,203.18,0.6173,0,0
user_0002,2024-11-11T03:00:00,3,56,10,21155484,0,0.1272,0,0,0,0,180.49,0.7698,0,0
user_0002,2024-08-28T13:00:00,13,135,4,52881550,0,0.1071,0,0,0,0,180.93,0.458,0,0
user_0002,2024-08-10T12:00:00,12,43,11,60959183,0,0.0,0,0,0,0,187.98,0.6292,0,0
user_0002,2024-07-29T09:00:00,9,61,8,5659338,1,0.0,0,0,0,0,144.48,1.0042,0,0
user_0002,2024-04-08T11:00:00,11,88,8,2585796,0,0.1451,0,0,1,0,188.4,1.0204,0,0
user_0002,2024-12-13T03:00:00,3,39,8,44210125,0,0.0,0,0,0,0,143.43,0.3394,0,0
user_0002,2024-09-02T11:00:00,11,4,4,18296947,3,0.0,0,0,0,0,138.87,0.6536,0,0
user_0002,2024-08-21T03:00:00,3,15,7,28632473,2,0.0,0,0,0,0,129.54,0.7904,0,0
user_0002,2024-08-30T23:00:00,23,78,4,35837912,0,0.0102,0,0,0,0,207.44,1.0236,0,0
user_0002,2024-11-03T22:00:00,22,42,4,33980999,1,0.0,0,0,0,0,178.19,0.9285,0,0
user_0002,2024-01-24T22:00:00,22,14,8,17435677,0,0.0677,0,0,0,0,126.8,0.8366,0,0
user_0002,2024-02-25T16:00:00,16,9,11,13385254,1,0.0099,0,0,0,0,115.76,0.7409,0,0
user_0002,2024-04-19T17:00:00,17,83,3,37305101,0,0.0057,0,0,0,0,192.34,1.1321,0,0
user_0002,2024-07-02T11:00:00,11,14,1,28961274,0,0.0491,0,0,0,0,177.66,0.7154,0,0
user_0002,2024-09-06T00:00:00,0,77,9,30095012,1,0.1019,0,0,0,0,142.76,0.9394,0,0
user_0002,2024-09-06T15:00:00,15,34,6,23504953,0,0.0,0,0,0,0,80.37,0.3129,0,0
user_0002,2024-11-26T02:00:00,2,21,7,19882667,2,0.1052,0,0,0,0,163.41,0.6853,0,0
user_0002,2024-03-23T01:00:00,1,48,2,21009535,0,0.0202,0,0,0,0,133.14,0.6046,0,0
user_0002,2024-12-24T21:00:00,21,76,9,15244648,2,0.0352,0,0,0,0,199.23,0.3672,0,0
user_0002,2024-08-19T16:00:00,16,74,8,19976042,2,0.0273,0,0,0,0,204.39,0.6591,0,0
user_0002,2024-09-20T06:00:00,6,74,6,21149195,0,0.0,1,0,0,0,189.39,0.8257,0,0
user_0002,2024-10-04T06:00:00,6,10,2,26848754,0,0.0,0,0,0,0,122.8,0.8284,0,0
user_0002,2024-06-29T09:00:00,9,78,4,31574100,0,0.0151,0,0,0,0,114.57,0.4405,0,0
user_0002,2024-09-17T02:00:00,2,83,3,18358912,0,0.0726,0,0,0,0,189.0,0.9068,0,0
user_0002,2024-01-19T15:00:00,15,78,1,14619601,0,0.0226,0,0,0,0,201.99,1.0603,0,0
user_0002,2024-07-26T23:00:00,23,10,2,4711703,0,0.0,0,0,0,0,188.58,0.3967,0,0
user_0002,2024-04-27T20:00:00,20,26,9,56043540,2,0.0736,1,0,0,0,137.75,0.7693,0,0
user_0002,2024-11-30T13:00:00,13,52,5,16343560,0,0.0661,0,0,0,0,94.14,0.7649,0,0
user_0002,2024-12-19T20:00:00,20,77,12,15508384,2,0.1153,0,0,0,0,165.7,0.5453,0,0
